package,latest_version,keywords,publish_time,description,creation_date,number_of_versions,download_count
@tsparticles/interaction-particles-attract,3.5.0,"['front-end', 'frontend', 'tsparticles', 'particles.js', 'particlesjs', 'particles', 'particle', 'canvas', 'jsparticles', 'xparticles', 'particles-js', 'particles-bg', 'particles-bg-vue', 'particles-ts', 'particles.ts', 'react-particles-js', 'react-particles.js', 'react-particles', 'react', 'reactjs', 'vue-particles', 'ngx-particles', 'angular-particles', 'particleground', 'vue', 'vuejs', 'preact', 'preactjs', 'jquery', 'angularjs', 'angular', 'typescript', 'javascript', 'animation', 'web', 'html5', 'web-design', 'webdesign', 'css', 'html', 'css3', 'animated', 'background', 'confetti', 'canvas', 'fireworks', 'fireworks-js', 'confetti-js', 'confettijs', 'fireworksjs', 'canvas-confetti', 'tsparticles-plugin', '@tsparticles/interaction']",1719790127,tsParticles attract particles interaction,2023-01-20T18:31:18.683Z,21,1012128
@udecode/slate-react,40.0.0,['slate'],1731309971,Slate extension,2023-03-07T16:11:57.178Z,31,3602263
@vweevers/length-prefixed-stream,1.0.0,"['varint', 'length', 'prefixed', 'stream', 'streaming']",1656727288,Streaming length prefixed buffers,2022-07-02T10:01:27.907Z,1,486251
@prismicio/slice-simulator-com,0.4.2,"['typescript', 'prismic']",1671615258,Preview and develop Prismic slices fast with minimal configuration,2022-01-17T19:02:31.956Z,8,783420
@aws-amplify/data-schema-types,1.2.0,[],1729504781,,2023-11-09T21:39:58.512Z,49,11312670
@tsparticles/shape-image,3.5.0,"['front-end', 'frontend', 'tsparticles', 'particles', 'particle', 'canvas', 'jsparticles', 'xparticles', 'particles-js', 'particles.js', 'particles-ts', 'particles.ts', 'typescript', 'javascript', 'animation', 'web', 'html5', 'web-design', 'webdesign', 'css', 'html', 'css3', 'animated', 'background', 'tsparticles-shape']",1719790138,tsParticles image shape,2023-01-20T18:31:24.369Z,21,1293357
prettier-plugin-two-style-order,1.0.1,"['prettier', 'plugin', 'style', 'css', 'order', 'group']",1630622531,Prettier plugin which sorts related style property declarations,2021-08-25T04:07:40.734Z,2,1065062
@vladfrangu/async_event_emitter,2.4.6,"['event emitter', 'async', 'event', 'emitter']",1724248506,An event emitter implementation with async support in mind,2022-06-23T15:07:59.461Z,61,7842779
@turf/flatten,7.1.0,"['turf', 'geojson', 'geography', 'gis', 'featurecollection']",1723199081,turf flatten module,2017-02-14T20:22:46.592Z,46,22319051
@zag-js/i18n-utils,0.77.1,"['js', 'utils', 'i18n-utils']",1731226558,Interationalization utilities for Zag.js,2023-09-19T10:35:53.277Z,461,1579043
@udecode/plate-horizontal-rule,40.0.0,"['plate', 'plugin', 'slate']",1731309963,Horizontal rule plugin for Plate,2021-09-23T09:19:06.006Z,140,3280236
@zag-js/progress,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'progress']",1731226536,Core logic for the progress widget implemented as a state machine,2023-11-29T20:18:08.298Z,370,1804410
@zag-js/pin-input,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'pin-input']",1731226536,Core logic for the pin-input widget implemented as a state machine,2022-04-06T14:49:03.498Z,1042,3099310
@tsparticles/interaction-external-connect,3.5.0,"['front-end', 'frontend', 'tsparticles', 'particles.js', 'particlesjs', 'particles', 'particle', 'canvas', 'jsparticles', 'xparticles', 'particles-js', 'particles-bg', 'particles-bg-vue', 'particles-ts', 'particles.ts', 'react-particles-js', 'react-particles.js', 'react-particles', 'react', 'reactjs', 'vue-particles', 'ngx-particles', 'angular-particles', 'particleground', 'vue', 'vuejs', 'preact', 'preactjs', 'jquery', 'angularjs', 'angular', 'typescript', 'javascript', 'animation', 'web', 'html5', 'web-design', 'webdesign', 'css', 'html', 'css3', 'animated', 'background', 'confetti', 'canvas', 'fireworks', 'fireworks-js', 'confetti-js', 'confettijs', 'fireworksjs', 'canvas-confetti', 'tsparticles-plugin', '@tsparticles/interaction']",1719790124,tsParticles connect external interaction,2023-01-20T18:31:17.324Z,21,1012719
@nextui-org/use-safe-layout-effect,2.0.6,['use-safe-layout-effect'],1721373963,A Quick description of the component,2023-03-26T01:21:41.429Z,198,5254941
@zag-js/file-upload,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'file-upload']",1731226529,Core logic for the file-upload widget implemented as a state machine,2023-07-14T15:15:36.488Z,569,2045970
@sanity/preview-kit-compat,1.5.20,[],1731639661,[![npm stat](https://img.shields.io/npm/dm/@sanity/preview-kit-compat.svg?style=flat-square)](https://npm-stat.com/charts.html?package=@sanity/preview-kit-compat) [![npm version](https://img.shields.io/npm/v/@sanity/preview-kit-compat.svg?style=flat-squar,2023-11-16T03:06:07.319Z,151,2439997
web3-eth-contract,4.7.1,[],1730904958,Web3 module to interact with Ethereum smart contracts.,2017-05-21T15:16:42.353Z,493,21436973
umi-ui-tasks,1.3.12,[],1585264083,### 开发,2019-08-23T16:00:09.774Z,45,67843
nice-grpc-client-middleware-retry,3.1.9,[],1727133558,Retry client middleware for nice-grpc,2021-09-11T04:41:12.857Z,25,2160972
@umijs/case-sensitive-paths-webpack-plugin,1.0.1,"['webpack', 'plugin', 'case-sensitive']",1657845707,A webpack plugin to enforce case-sensitive paths when resolving module,2022-07-15T06:53:58.165Z,2,1228985
@nextui-org/use-callback-ref,2.0.6,['use-callback-ref'],1721373956,"React hook to persist any value between renders, but keeps it up-to-date if it changes.",2023-04-20T13:51:00.623Z,159,4877266
@umijs/es-module-parser,0.0.7,[],1680112597,,2023-03-20T16:29:12.250Z,6,815884
@gitmoji/commit-types,1.1.5,[],1611532318,gitmoji styles commit types,2021-01-18T12:41:37.183Z,7,1380060
@stoplight/spectral-formatters,1.4.2,[],1731502047,This project exposes the available formatters from the CLI for users that perform custom validation through Javascript.,2023-05-23T22:52:03.324Z,7,10144009
core-js-bundle,3.39.0,"['ES3', 'ES5', 'ES6', 'ES7', 'ES2015', 'ES2016', 'ES2017', 'ES2018', 'ES2019', 'ES2020', 'ES2021', 'ES2022', 'ES2023', 'ES2024', 'ECMAScript 3', 'ECMAScript 5', 'ECMAScript 6', 'ECMAScript 7', 'ECMAScript 2015', 'ECMAScript 2016', 'ECMAScript 2017', 'ECMAScript 2018', 'ECMAScript 2019', 'ECMAScript 2020', 'ECMAScript 2021', 'ECMAScript 2022', 'ECMAScript 2023', 'ECMAScript 2024', 'Map', 'Set', 'WeakMap', 'WeakSet', 'TypedArray', 'Promise', 'Observable', 'Symbol', 'Iterator', 'AsyncIterator', 'URL', 'URLSearchParams', 'queueMicrotask', 'setImmediate', 'structuredClone', 'polyfill', 'ponyfill', 'shim']",1730305286,Standard library,2018-03-26T00:04:08.492Z,153,2721838
newtype-ts,0.3.5,"['typescript', 'newtype', 'functional-programming']",1642408666,Implementation of newtypes in TypeScript,2017-09-01T17:19:45.308Z,16,13995233
r19,0.1.8,"['typescript', 'rpc', 'express']",1702311050,Simple remote procedure calls in TypeScript,2022-12-15T02:20:01.035Z,10,1222683
@udecode/utils,37.0.0,['utils'],1724927542,Udecode utils,2023-03-07T16:12:03.406Z,5,3599060
@umijs/bundler-vite,4.3.34,[],1731553048,@umijs/bundler-vite,2021-10-29T09:59:50.005Z,430,1314263
@udecode/plate-trailing-block,40.0.0,"['plate', 'plugin', 'slate']",1731309972,Trailing-block plugin for Plate,2021-07-22T20:27:06.851Z,146,3696012
acme-http-01-standalone,3.0.5,"['standalone', 'memory', 'http-01', 'letsencrypt', 'acme', 'greenlock']",1572296244,HTTP Authentication (In-Memory) for Let's Encrypt for Node.js - ACME http-01 challenges w/ ACME.js and Greenlock.js,2019-10-17T20:47:50.690Z,3,446784
vuepress-plugin-smooth-scroll,0.0.10,"['plugin', 'scroll', 'smooth', 'vuepress']",1598905490,VuePress plugin for smooth scrolling,2019-02-25T09:41:59.741Z,8,1318367
@ethersproject/abstract-signer,5.7.0,"['Ethereum', 'ethers']",1660915172,An Abstract Class for desribing an Ethereum Signer for ethers.,2019-03-08T22:20:21.677Z,52,41279201
webpack-plugin-ramdisk,0.2.0,"['dev', 'development', 'disk', 'drive', 'in-memory', 'memory', 'ram', 'ramdisk', 'ramdrive', 'webpack']",1628747826,🐏 A webpack plugin for blazing fast builds on a RAM disk / drive,2019-06-24T19:37:31.134Z,11,866200
merge-value,1.0.0,"['assign', 'dot', 'extend', 'get', 'has', 'merge', 'nested', 'notation', 'object', 'path', 'prop', 'property', 'set', 'value']",1500556770,Similar to assign-value but deeply merges object values or nested values using object path/dot notation.,2015-10-02T07:41:33.125Z,3,5531561
web3-eth-personal,4.1.0,[],1726650693,Web3 module to interact with the Ethereum blockchain accounts stored in the node.,2017-05-21T15:16:48.907Z,485,20863107
@zag-js/react,0.77.1,"['ui-machines', 'state-machines', 'zag', 'react', 'use-machine', 'hook']",1731226522,The react wrapper for zag,2022-04-06T14:48:54.904Z,962,2678986
bufferstreams,4.0.0,"['buffer', 'streaming', 'stream', 'async', 'abstract']",1721206749,Abstract streams to deal with the whole buffered contents.,2014-01-05T11:38:58.156Z,12,19735592
postcss-plugin-px2rem,0.8.1,"['px', 'rem', 'postcss', 'plugin']",1544034984,A plugin for PostCSS that generates rem units from multi units.,2016-06-23T06:09:31.101Z,5,210067
@sapphire/async-queue,1.5.5,"['@sapphire/async-queue', 'bot', 'typescript', 'ts', 'yarn', 'discord', 'sapphire', 'standalone']",1731123504,Sequential asynchronous lock-based queue for promises,2021-01-13T21:52:20.140Z,832,10338048
level-transcoder,1.0.1,['level'],1637929249,Encode data with built-in or custom encodings,2021-11-07T22:22:44.595Z,2,8248711
@umijs/use-request,1.4.3,[],1590891236,"React Hooks for fetching, caching and updating asynchronous data",2020-01-16T02:54:13.358Z,16,273970
@zag-js/color-utils,0.77.1,"['js', 'utils', 'color-utils']",1731226550,Color utilities for zag.js,2023-04-14T15:19:38.967Z,652,3031734
@zag-js/tags-input,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'tags-input']",1731226543,Core logic for the tags-input widget implemented as a state machine,2022-04-06T14:49:03.497Z,1037,3090144
to-time,1.0.2,[],1475482833,Utility for converting textual time periods to time units,2016-07-10T00:08:46.817Z,13,1311764
@unocss/nuxt,0.64.1,"['unocss', 'nuxt-module', 'nuxt', 'nuxt3']",1731620817,Nuxt module for UnoCSS,2021-11-03T02:29:46.465Z,353,3048699
web3-core,4.7.0,[],1729491996,Web3 core tools for sub-packages. This is an internal package.,2016-11-02T12:44:27.091Z,489,25975476
@stoplight/spectral-formats,1.8.2,[],1731502033,,2021-06-18T13:55:33.995Z,14,23892339
format-thousands,2.0.0,"['format', 'separate', 'thousands', 'number']",1609291923,Format thousands with custom separator: 1 000 000,2016-01-17T12:21:33.322Z,8,407685
@umijs/valtio,1.0.4,[],1695256248,Umi.js valtio plugin,2022-09-28T03:19:55.776Z,5,504410
@ahooksjs/use-request,2.8.15,[],1638855865,"React Hooks for fetching, caching and updating asynchronous data",2020-05-27T15:50:09.752Z,33,1704829
browser-manifest,1.0.0,"['airtap', 'browser', 'manifest']",1594522213,Validate and normalize a browser manifest,2020-07-12T10:50:13.774Z,1,66696
@netlify/functions-utils,5.2.93,"['nodejs', 'javascript', 'windows', 'macos', 'linux', 'shell', 'bash', 'build', 'terminal', 'deployment', 'es6', 'serverless', 'continuous-integration', 'continuous-delivery', 'ci', 'continuous-deployment', 'plugins', 'continuous-testing', 'netlify-plugin', 'netlify']",1729821035,Utility for adding Functions files in Netlify Build,2020-01-07T20:12:18.644Z,229,6144120
tailwind-variants,0.3.0,"['tailwindcss', 'classes', 'responsive', 'variants', 'styled', 'styles']",1731383137,🦄 Tailwindcss first-class variant API,2023-01-12T14:59:04.373Z,55,12766258
@udecode/plate-suggestion,40.0.0,"['plate', 'plugin', 'slate']",1731309971,Plate plugin for suggestions,2023-03-20T16:09:24.640Z,65,1110322
@zag-js/date-picker,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'date-picker']",1731226530,Core logic for the date-picker widget implemented as a state machine,2023-01-07T20:09:25.216Z,774,3029339
@tsparticles/shape-emoji,3.5.0,"['front-end', 'frontend', 'tsparticles', 'particles', 'particle', 'canvas', 'jsparticles', 'xparticles', 'particles-js', 'particles.js', 'particles-ts', 'particles.ts', 'typescript', 'javascript', 'animation', 'web', 'html5', 'web-design', 'webdesign', 'css', 'html', 'css3', 'animated', 'background', 'tsparticles-shape']",1719790137,tsParticles emoji shape,2023-12-03T17:47:57.628Z,14,1279382
@eggjs/yauzl,2.11.0,"['unzip', 'zip', 'stream', 'archive', 'file']",1677194365,yet another unzip library for node,2023-02-24T07:19:25.443Z,1,2674361
@pandacss/extractor,0.48.0,[],1731522479,The css extractor for css panda,2023-04-11T17:39:59.352Z,867,2855563
all-node-versions,13.0.0,"['nodejs', 'node', 'nvm', 'npx', 'versions', 'versioning', 'exec', 'shell', 'terminal', 'command-line', 'cli', 'dependency-management', 'es6', 'javascript', 'typescript', 'library', 'npmjs', 'operating-system', 'package-manager', 'bash']",1698500855,List all available Node.js versions,2019-08-08T13:05:24.310Z,37,6020432
defekt,9.3.1,"['error', 'exception']",1662083260,defekt is custom errors made simple.,2015-01-26T10:29:01.707Z,49,897443
@ethersproject/base64,5.7.0,"['Ethereum', 'ethers']",1660915152,Base64 coder.,2019-03-08T21:24:12.673Z,36,41457089
umi-hd,5.0.1,[],1531964357,移动端高清1px方案,2018-07-19T09:39:17.546Z,1,101195
@netlify/local-functions-proxy-linux-ppc64,1.1.1,[],1628744425,The Linux PowerPC 64-bit Little Endian binary for the Netlify Functions local proxy server,2021-07-10T09:22:54.631Z,4,1100622
unist-util-source,5.0.0,"['unist', 'unist-util', 'util', 'utility', 'node', 'position', 'source']",1688697534,unist utility to get the source of a value,2016-09-04T18:23:19.316Z,12,569748
@alita/types,3.1.2,[],1690824793,@alita/types,2022-06-28T13:44:29.872Z,5,348269
variable-diff,2.0.2,"['diff', 'visual', 'json', 'object', 'variable', 'difference', 'changes', 'javascript']",1598963480,Visual diff between javascript variables,2016-02-06T19:45:57.081Z,5,3637933
@zag-js/number-input,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'number-input']",1731226535,Core logic for the number-input widget implemented as a state machine,2022-04-06T14:49:02.937Z,1034,3209251
@udecode/plate-kbd,40.0.0,"['plate', 'plugin', 'slate']",1731309966,Keyboard input plugin for Plate,2021-07-22T20:27:01.427Z,146,2867556
simplify-geojson,1.0.5,"['Ramer-Douglas-Peucker', 'feature', 'featurecollection', 'geojson', 'line', 'linestring', 'multilinestring', 'multipolygon', 'polygon', 'simplification', 'simplify']",1649754554,Apply Ramer-Douglas-Peucker line simplification to GeoJSON features or feature collections in JS or on the CLI,2014-02-20T23:34:19.642Z,8,301029
@graphql-toolkit/graphql-tag-pluck,0.10.7,[],1589776401,Pluck graphql-tag template literals,2019-11-20T17:08:49.524Z,593,1595476
giscus,1.5.0,[],1708854735,See [giscus-component][giscus-component] for more details.,2022-02-07T06:07:57.332Z,35,2218392
@zag-js/splitter,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'splitter', 'split view']",1731226542,Core logic for the splitter widget implemented as a state machine,2022-04-06T14:49:03.499Z,1022,3044354
textr,0.3.0,"['typographic', 'textr', 'transformer', 'text']",1429539628,Tiny and extendable text transforming framework,2015-04-11T22:52:19.184Z,5,1393057
@zag-js/menu,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'menu']",1731226533,Core logic for the menu widget implemented as a state machine,2022-04-06T14:48:54.961Z,1046,3201675
@remix-run/web-file,3.1.0,"['file', 'blob', 'typed', 'typescript']",1694593590,Web API compatible File implementation for node,2022-04-28T22:12:46.571Z,4,21342920
@pandacss/parser,0.48.0,[],1731522479,The static parser for panda css,2022-11-21T15:36:48.095Z,1138,2914721
sync-content,2.0.1,[],1720449067,"Synchronize the contents of one folder to another location, only copying files if contents differ.",2023-06-05T20:58:46.374Z,5,5266257
natural,8.0.1,"['natural language processing', 'artifical intelligence', 'statistics', 'Porter stemmer', 'Lancaster stemmer', 'tokenizer', 'bigram', 'trigram', 'quadgram', 'ngram', 'stemmer', 'bayes', 'classifier', 'phonetic', 'metaphone', 'inflector', 'Wordnet', 'tf-idf', 'logistic regression', 'doublemetaphone', 'double', 'jaro-winkler distance', 'levenshtein distance', 'string distance', 'part-of-speech tagger', 'Eric Brill', 'Brill tagger', 'sentiment analysis', 'maximum entropy modelling']",1723172425,"General natural language (tokenizing, stemming (English, Russian, Spanish), part-of-speech tagging, sentiment analysis, classification, inflection, phonetics, tfidf, WordNet, jaro-winkler, Levenshtein distance, Dice's Coefficient) facilities for node.",2011-05-11T03:06:48.650Z,144,7767874
@zag-js/dialog,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'dialog']",1731226530,Core logic for the dialog widget implemented as a state machine,2022-04-06T14:48:54.993Z,1013,3237820
@ethersproject/strings,5.7.0,"['Ethereum', 'ethers', 'strings', 'utf8']",1660915166,String utility functions.,2019-03-08T21:24:35.428Z,42,41490354
@nextui-org/use-disclosure,2.0.10,['use-disclosure'],1721373959,The hook in charge of managing modals,2023-04-20T13:51:00.833Z,174,4859151
@zag-js/pagination,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'pagination']",1731226535,Core logic for the pagination widget implemented as a state machine,2022-09-27T16:21:57.631Z,837,3068394
@nextui-org/use-is-mobile,2.0.9,['use-is-mobile'],1721373960,A hook that returns whether the device is mobile or not,2023-04-16T13:41:52.170Z,172,5002554
unpdf,0.12.1,"['parse', 'pdfjs-dist', 'pdf']",1728366575,"Utilities to work with PDFs in Node.js, browser and workers",2023-08-11T21:04:24.796Z,24,399041
